LocationID,zone,borough,latitude,longitude
61,Crown Heights North,Brooklyn,40.67446941826648,-73.93928705867957
62,Crown Heights South,Brooklyn,40.66654040578564,-73.94878853931499
63,Cypress Hills,Brooklyn,40.68383976195104,-73.8781726105025
64,Douglaston,Queens,40.76061560532153,-73.73933714992866
65,Downtown Brooklyn/MetroTech,Brooklyn,40.69533752946114,-73.98608600498395
66,DUMBO/Vinegar Hill,Brooklyn,40.7022589388225,-73.98570161582288
67,Dyker Heights,Brooklyn,40.61961946783514,-74.01380148744008
68,East Chelsea,Manhattan,40.748427555065724,-73.99991742024712
69,East Concourse/Concourse Village,Bronx,40.8314166970852,-73.91502929553266
70,East Elmhurst,Queens,40.763352201133145,-73.8683955984202
71,East Flatbush/Farragut,Brooklyn,40.64428817438921,-73.93796627061694
72,East Flatbush/Remsen Village,Brooklyn,40.65236480407742,-73.92225097400495
73,East Flushing,Queens,40.754108886892965,-73.80729418212229
74,East Harlem North,Manhattan,40.80116948058652,-73.93734560812497
75,East Harlem South,Manhattan,40.79001075149546,-73.94575026755157
76,East New York,Brooklyn,40.66093519655052,-73.87682061127194
77,East New York/Pennsylvania Avenue,Brooklyn,40.66655893903529,-73.89536411750328
78,East Tremont,Bronx,40.8449604101461,-73.88552181587427
79,East Village,Manhattan,40.727620195909545,-73.98593745682462
80,East Williamsburg,Brooklyn,40.71536988214356,-73.93679314491885
81,Eastchester,Bronx,40.88093541148944,-73.83664334408303
82,Elmhurst,Queens,40.73949564677815,-73.87711833280913
83,Elmhurst/Maspeth,Queens,40.73832381382601,-73.89217338112861
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.52868644656618,-74.18767433468817
85,Erasmus,Brooklyn,40.64611634689509,-73.95162318261012
86,Far Rockaway,Queens,40.60243279341673,-73.755243696796
87,Financial District North,Manhattan,40.70680845166585,-74.00749598562427
88,Financial District South,Manhattan,40.70335790323615,-74.01151502922326
89,Flatbush/Ditmas Park,Brooklyn,40.63790012347377,-73.9609682490637
90,Flatiron,Manhattan,40.74227862901228,-73.99697141558364
91,Flatlands,Brooklyn,40.62627276333646,-73.93009701219944
92,Flushing,Queens,40.76110218983439,-73.82885869884261
93,Flushing Meadows-Corona Park,Queens,40.740675872160615,-73.84086726234148
94,Fordham South,Bronx,40.85815519618407,-73.89953593442155
95,Forest Hills,Queens,40.72143227502133,-73.84766941187526
96,Forest Park/Highland Park,Queens,40.69700061310113,-73.87155842518149
97,Fort Greene,Brooklyn,40.69078679421093,-73.974882086189
98,Fresh Meadows,Queens,40.73446262820092,-73.77725346665984
99,Freshkills Park,Staten Island,40.57677363548707,-74.18641851305921
100,Garment District,Manhattan,40.75351275872572,-73.98878659911529
101,Glen Oaks,Queens,40.74599381838423,-73.71102598691233
102,Glendale,Queens,40.7035456107629,-73.87573576709775
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.6898601036602,-74.04528829364004
104,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867362614,-74.04077076873646
105,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878423861296,-74.01907272636831
106,Gowanus,Brooklyn,40.67351279686076,-73.99064727363114
107,Gramercy,Manhattan,40.73682405761897,-73.98405213268919
108,Gravesend,Brooklyn,40.588403465290384,-73.98143115020052
109,Great Kills,Staten Island,40.55186299807707,-74.15088980760534
110,Great Kills Park,Staten Island,40.54578031659563,-74.12834244237268
111,Green-Wood Cemetery,Brooklyn,40.65213727041904,-73.99023450433013
112,Greenpoint,Brooklyn,40.72950628420887,-73.94954030482208
113,Greenwich Village North,Manhattan,40.73257907302703,-73.99430477051168
114,Greenwich Village South,Manhattan,40.72834039137229,-73.99738026020042
115,Grymes Hill/Clifton,Staten Island,40.617971375889255,-74.08783880974953
116,Hamilton Heights,Manhattan,40.827012654925376,-73.94852173020877
117,Hammels/Arverne,Queens,40.59405875281399,-73.7896220825008
118,Heartland Village/Todt Hill,Staten Island,40.586554626626274,-74.13297872511697
119,Highbridge,Bronx,40.83782699169885,-73.92615723620786
120,Highbridge Park,Manhattan,40.84666774830275,-73.93018219742838
121,Hillcrest/Pomonok,Queens,40.72833332297307,-73.80244428186222
122,Hollis,Queens,40.710639284251066,-73.76113699730597
123,Homecrest,Brooklyn,40.59995429251391,-73.964333671339
124,Howard Beach,Queens,40.65824796123061,-73.84491858438533
125,Hudson Sq,Manhattan,40.7262904102812,-74.0074858180095
126,Hunts Point,Bronx,40.81207445859209,-73.88553752149434
127,Inwood,Manhattan,40.86607500072781,-73.91930823586193
128,Inwood Hill Park,Manhattan,40.87237880957359,-73.92436981716105
129,Jackson Heights,Queens,40.75731206303919,-73.88531724061083
130,Jamaica,Queens,40.70436877745512,-73.79397965822719
131,Jamaica Estates,Queens,40.72065523874958,-73.77610076139925
132,JFK Airport,Queens,40.64698489239515,-73.78653298334976
133,Kensington,Brooklyn,40.64059007067448,-73.9761989895133
134,Kew Gardens,Queens,40.70805099798807,-73.82871246597531
135,Kew Gardens Hills,Queens,40.72837768325732,-73.82119590387467
136,Kingsbridge Heights,Bronx,40.86526419152492,-73.90591118270514
137,Kips Bay,Manhattan,40.74043897859642,-73.97649472376759
138,LaGuardia Airport,Queens,40.77437570593248,-73.87362864289108
139,Laurelton,Queens,40.677097797909006,-73.74423435166719
140,Lenox Hill East,Manhattan,40.765484087889845,-73.95473878380504
141,Lenox Hill West,Manhattan,40.76694821638323,-73.9596347414917
142,Lincoln Square East,Manhattan,40.77363329302709,-73.98153220639179
143,Lincoln Square West,Manhattan,40.775965228761,-73.98764554944387
144,Little Italy/NoLiTa,Manhattan,40.72088889344528,-73.99691854183823
145,Long Island City/Hunters Point,Queens,40.74537943399853,-73.9488914544794
146,Long Island City/Queens Plaza,Queens,40.75424252050031,-73.93482888929138
147,Longwood,Bronx,40.81967597930491,-73.89895638182651
148,Lower East Side,Manhattan,40.71893835938027,-73.99089626184735
149,Madison,Brooklyn,40.60491359556376,-73.94813559494116
150,Manhattan Beach,Brooklyn,40.58047327426203,-73.9436287218056
151,Manhattan Valley,Manhattan,40.79796199310004,-73.96816833309238
152,Manhattanville,Manhattan,40.81797514762945,-73.95378223705632
153,Marble Hill,Manhattan,40.87596780221243,-73.91037866410586
154,Marine Park/Floyd Bennett Field,Brooklyn,40.59357083658512,-73.90259658693107
155,Marine Park/Mill Basin,Brooklyn,40.614590989275726,-73.91527709386854
156,Mariners Harbor,Staten Island,40.63130769285307,-74.16723534170721
157,Maspeth,Queens,40.72399507493352,-73.90232968131373
158,Meatpacking/West Village West,Manhattan,40.735035400696646,-74.00898410478531
159,Melrose South,Bronx,40.81825974768986,-73.91284939799152
160,Middle Village,Queens,40.71833677001376,-73.88005140814958
161,Midtown Center,Manhattan,40.75802804352625,-73.97769793122404
162,Midtown East,Manhattan,40.75668765218883,-73.9723559435203
163,Midtown North,Manhattan,40.764421405786784,-73.97756868222719
164,Midtown South,Manhattan,40.74857462935671,-73.98515639467682
165,Midwood,Brooklyn,40.62092404874621,-73.956824605838
166,Morningside Heights,Manhattan,40.80945696112527,-73.96176359682919
167,Morrisania/Melrose,Bronx,40.82751255686402,-73.90235177500074
168,Mott Haven/Port Morris,Bronx,40.80734716766525,-73.91682193806456
169,Mount Hope,Bronx,40.84905837739125,-73.90512221938542
170,Murray Hill,Manhattan,40.7477457936439,-73.97849159965224
171,Murray Hill-Queens,Queens,40.76835162630847,-73.80954582099432
172,New Dorp/Midland Beach,Staten Island,40.5717688929326,-74.10501900721488
173,North Corona,Queens,40.7525792391496,-73.86303754486687
174,Norwood,Bronx,40.87713760287661,-73.87902225226023
175,Oakland Gardens,Queens,40.74267210348265,-73.75462173612374
176,Oakwood,Staten Island,40.56199423458409,-74.1225840297696
177,Ocean Hill,Brooklyn,40.67664410104019,-73.91363213611348
178,Ocean Parkway South,Brooklyn,40.617314937151725,-73.97032580128301
179,Old Astoria,Queens,40.7715702435834,-73.92833318686124
180,Ozone Park,Queens,40.675594990706735,-73.84704317269409
181,Park Slope,Brooklyn,40.67037432591725,-73.98141374048748
182,Parkchester,Bronx,40.83774866435356,-73.85798694048577
183,Pelham Bay,Bronx,40.8491726171826,-73.83158179959665
184,Pelham Bay Park,Bronx,40.86827620354778,-73.80785726631288
185,Pelham Parkway,Bronx,40.85440471268922,-73.85439380221176
186,Penn Station/Madison Sq West,Manhattan,40.748497181405,-73.99243753697608
187,Port Richmond,Staten Island,40.62816687457196,-74.14078750231764
188,Prospect-Lefferts Gardens,Brooklyn,40.658744450856695,-73.94744164500476
189,Prospect Heights,Brooklyn,40.67763538934729,-73.96758681222953
190,Prospect Park,Brooklyn,40.66162215835684,-73.96891374270629
191,Queens Village,Queens,40.7154545153052,-73.74153176997542
192,Queensboro Hill,Queens,40.74375148543155,-73.81522935845769
193,Queensbridge/Ravenswood,Queens,40.760313635026975,-73.94199705818421
194,Randalls Island,Manhattan,40.79100078171128,-73.92459630024574
195,Red Hook,Brooklyn,40.67554886228092,-74.00917849113303
196,Rego Park,Queens,40.72615563957924,-73.86333855806275
197,Richmond Hill,Queens,40.69454235438129,-73.83092407449995
198,Ridgewood,Queens,40.70652679441956,-73.90170926444726
199,Rikers Island,Bronx,40.79113290307748,-73.88265824700592
200,Riverdale/North Riverdale/Fieldston,Bronx,40.89952906437649,-73.90698710771419
201,Rockaway Park,Queens,40.57798249377509,-73.84345281477813
202,Roosevelt Island,Manhattan,40.761899749955056,-73.94995171169583
203,Rosedale,Queens,40.6578534180194,-73.73947255987297
204,Rossville/Woodrow,Staten Island,40.540334005296096,-74.20782608356564
205,Saint Albans,Queens,40.691201446806126,-73.76314612543841
206,Saint George/New Brighton,Staten Island,40.63897220516648,-74.10231250352732
207,Saint Michaels Cemetery/Woodside,Queens,40.76398558883055,-73.8993525643454
208,Schuylerville/Edgewater Park,Bronx,40.82331858387751,-73.82354011891952
209,Seaport,Manhattan,40.7090727427931,-74.00366456329897
210,Sheepshead Bay,Brooklyn,40.592023464364296,-73.94050716694062
211,SoHo,Manhattan,40.72388811004171,-74.00153756565634
212,Soundview/Bruckner,Bronx,40.82790214858741,-73.86967965711676
213,Soundview/Castle Hill,Bronx,40.81785855770814,-73.85813498781431
214,South Beach/Dongan Hills,Staten Island,40.58678663305192,-74.08551235826918
215,South Jamaica,Queens,40.69442755408876,-73.79096393223054
216,South Ozone Park,Queens,40.67615403721378,-73.81945963682762
217,South Williamsburg,Brooklyn,40.70391644046576,-73.9585968450717
218,Springfield Gardens North,Queens,40.67208970676732,-73.77303565610492
219,Springfield Gardens South,Queens,40.66218488071141,-73.76450578558229
220,Spuyten Duyvil/Kingsbridge,Bronx,40.88240311320921,-73.91066467564434
221,Stapleton,Staten Island,40.61876927873208,-74.07370444530251
222,Starrett City,Brooklyn,40.64752703432357,-73.88241292571809
223,Steinway,Queens,40.77742692053279,-73.90540773409828
224,Stuy Town/Peter Cooper Village,Manhattan,40.73182063601676,-73.97659767323343
225,Stuyvesant Heights,Brooklyn,40.68816818695496,-73.93188826440709
226,Sunnyside,Queens,40.73769895644442,-73.92467306585046
227,Sunset Park East,Brooklyn,40.64188631576522,-74.00465205914726
228,Sunset Park West,Brooklyn,40.65235464953841,-74.01127116962884
229,Sutton Place/Turtle Bay North,Manhattan,40.75672894163306,-73.96514579918421
230,Times Sq/Theatre District,Manhattan,40.75981761719185,-73.9841964890757
231,TriBeCa/Civic Center,Manhattan,40.717772736265175,-74.00787970866403
232,Two Bridges/Seward Park,Manhattan,40.7147325069394,-73.98302455833488
233,UN/Turtle Bay South,Manhattan,40.74991407790216,-73.97044256869236
234,Union Sq,Manhattan,40.74033744175701,-73.99045782354732
235,University Heights/Morris Heights,Bronx,40.8525211492635,-73.91597542466435
236,Upper East Side North,Manhattan,40.78043643718997,-73.95701169835739
237,Upper East Side South,Manhattan,40.76861518381155,-73.96563453538072
238,Upper West Side North,Manhattan,40.79170493442709,-73.97304890061595
239,Upper West Side South,Manhattan,40.783961430313774,-73.97863194845081
240,Van Cortlandt Park,Bronx,40.894599127507,-73.88197807761944
241,Van Cortlandt Village,Bronx,40.876512375445536,-73.89562001785477
242,Van Nest/Morris Park,Bronx,40.8467828958098,-73.85067057708342
243,Washington Heights North,Manhattan,40.857108283314425,-73.93283148761297
244,Washington Heights South,Manhattan,40.84170877111978,-73.94139910573642
245,West Brighton,Staten Island,40.630049391830696,-74.10286011016636
246,West Chelsea/Hudson Yards,Manhattan,40.75330906598335,-74.00401512528649
247,West Concourse,Bronx,40.828988230484576,-73.92440873264252
248,West Farms/Bronx River,Bronx,40.83416531682758,-73.87228927297001
249,West Village,Manhattan,40.73457600733177,-74.00287495910837
250,Westchester Village/Unionport,Bronx,40.83210165963213,-73.84864070062379
251,Westerleigh,Staten Island,40.61688000771182,-74.12534779829359
252,Whitestone,Queens,40.78819301672865,-73.81565681271
253,Willets Point,Queens,40.76063075217261,-73.84124393899134
254,Williamsbridge/Olinville,Bronx,40.88215708304705,-73.8589482397575
255,Williamsburg (North Side),Brooklyn,40.71880391812992,-73.95741813122189
256,Williamsburg (South Side),Brooklyn,40.710879933377385,-73.95990462730532
257,Windsor Terrace,Brooklyn,40.65361187133664,-73.97798241330011
258,Woodhaven,Queens,40.68872135698129,-73.85576675985418
259,Woodlawn/Wakefield,Bronx,40.897932025294686,-73.85221545370119
260,Woodside,Queens,40.74423471780148,-73.9063064419788
261,World Trade Center,Manhattan,40.70913894067186,-74.01302277174902
262,Yorkville East,Manhattan,40.77593240314994,-73.94651035601464
263,Yorkville West,Manhattan,40.77876585543437,-73.951009874818
